NRO_RADICADO;FECHA_ACCIDENTE;HORA_ACCIDENTE;Día de la semana;AÑO;MES;CLASE_VEHICULO;TIPO_SERVICIO;TIPO_VICTIMA;EDAD;GENERO;GRAVEDAD;ESTADO_BEODEZ;ESTADO_DROGA;RESULTADO_BEODEZ;RESUL_BEODEZ_GRAMOS;DIRECCION_CARACT_VIA;TRAMO_VIA;LOCALIDAD_O_COMUNA;    GEORREFERENCIACIÓN;DESC_CLASE_ACCIDENTE;DESC_CHOQUE_ACCIDENTE;DESC_OBJETO_FIJO;DESC_SECTOR_ACCIDENTE;CONDICION_CLIMATICA;CAUSA_ACCIDENTE
2191969;3/08/2019;10:15:00 a. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;34;MASCULINO;HERIDOS;0;0;0;;CARRERA 48 CON CALLE 48 SUR 75;;LAS VEGAS;6.165271510761474, -75.60121361287901;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2191976;2/08/2019;7:00:00 a. m.;Viernes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;22;FEMENINO;HERIDOS;0;0;0;0;TRANSVERSAL 34B SUR CON DIAGONAL 31 E 47;;OBRERO;6.173105359621461, -75.58065734789244;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Poner en marcha un vehiculo sin precauci
2191979;3/08/2019;9:30:00 a. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;23;MASCULINO;HERIDOS;0;0;0;0;CARRERA 43A CON CALLE 45B SUR ;;LA PAZ;6.164932233301589, -75.59496469995943;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar invadiendo carril del mismo sentido en zigzag
2191991;5/08/2019;8:30:00 a. m.;Lunes;2019;Agosto;MOTOCICLETA;PARTICULAR;Peaton;50;FEMENINO;HERIDOS;0;0;0;0;CARRERA 27 CON CALLE 23 SUR;;ZUÑIGA;6.176732075489436, -75.56763647316772;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Peaton
2191997;4/08/2019;2:30:00 p. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;24;MASCULINO;HERIDOS;0;0;0;0;CALLE 36 SUR CON CARRERA 21-25;;VEREDA SANTA CATALINA;6.16666674065523, -75.55517702087987;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar distante de la acera u orilla 
2191997;4/08/2019;2:30:00 p. m.;Domingo;2019;Agosto;MOTOCICLETA;OFICIAL;Motociclista;31;MASCULINO;HERIDOS;0;0;0;0;CALLE 36 SUR CON CARRERA 21-25;;VEREDA SANTA CATALINA;6.16666674065523, -75.55517702087987;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar distante de la acera u orilla 
2191998;5/08/2019;6:35:00 p. m.;Lunes;2019;Agosto;MOTOCICLETA;PARTICULAR;Peaton;69;MASCULINO;HERIDOS;0;0;0;0;CARRERA 33 CON CALLE 38 SUR 67;;MESA;6.1672146760948845, -75.58174839012929;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2191999;6/08/2019;9:20:00 a. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;57;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 32E CON TRANSVERSAL 34 SUR 07;;BUCAREST;6.172817952555076, -75.5832597333564;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Cruzar sin observar
2191999;6/08/2019;9:20:00 a. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Peaton;61;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 32E CON TRANSVERSAL 34 SUR 07;;BUCAREST;6.172817952555076, -75.5832597333564;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Cruzar sin observar
2192003;8/08/2019;7:05:00 a. m.;Jueves;2019;Agosto;BUSETA;PUBLICO;Peaton;79;FEMENINO;MUERTOS;0;0;0;0;CALLE 39B SUR CON CARRERA 30-10;;SAN JOSE;6.163282, -75.581977;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2192004;7/08/2019;3:30:00 a. m.;Miércoles;2019;Agosto;AUTOMOVIL;PARTICULAR;Acompañante;39;FEMENINO;HERIDOS;0;0;0;0;CALLE 37 SUR CON CARRERA 32;;MESA;6.167184065087185, -75.58096362876152;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192005;7/08/2019;11:50:00 a. m.;Miércoles;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;40;FEMENINO;HERIDOS;0;0;0;0;CARRERA 50 CON CALLE 50 SUR;;LAS VEGAS;6.162818, -75.604956;CHOQUE;OBJETO FIJO;OTRO TIPO;RESIDENCIAL;Normal;Impericia en el manejo
2192007;6/08/2019;2:40:00 p. m.;Martes;2019;Agosto;MICROBUS;PUBLICO;Pasajero;67;FEMENINO;HERIDOS;0;0;0;0;CARRERA 43A CON CALLE 44 SUR 03;;MILAN VALLEJUELOS;6.166380243354872, -75.59390606684778;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Arrancar sin precaucion
2192008;8/08/2019;4:00:00 p. m.;Jueves;2019;Agosto;BICICLETA;;Ciclista;14;MASCULINO;HERIDOS;0;0;0;;CALLE 38A SUR CON CARRERA 45;;ALCALA;6.170700460654752, -75.59043050547432;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192036;10/08/2019;1:43:00 p. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;17;MASCULINO;HERIDOS;0;0;0;;CARRERA 27 CON CALLE 36A SUR 80;;LA INMACULADA;6.166940276584888, -75.56938322081669;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192036;10/08/2019;1:43:00 p. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;43;MASCULINO;HERIDOS;0;0;0;;CARRERA 27 CON CALLE 36A SUR 80;;LA INMACULADA;6.166940276584888, -75.56938322081669;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192038;9/08/2019;2:40:00 p. m.;Viernes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;33;MASCULINO;HERIDOS;0;0;0;0;CARRERA 50 CON CALLE 32 SUR;;LAS VEGAS;6.178856, -75.591468;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2192040;10/08/2019;2:10:00 p. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;39;MASCULINO;HERIDOS;0;0;0;0;CARRERA 49 CON CALLE 46A SUR ;;LAS VEGAS;6.166934966748424, -75.6008229190543;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Arrancar sin precaucion
2192045;8/08/2019;5:55:00 p. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;CALLE 35 SUR CON CARRERA 48;;LAS VEGAS;6.175172259177489, -75.59127841896743;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar entre vehiculos
2192046;8/08/2019;8:55:00 a. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;58;FEMENINO;HERIDOS;0;0;0;0;KILOMETRO 8+270;peri;VEREDA PERICO;6.172026465977962, -75.49797093479975;CHOQUE;OBJETO FIJO;MURO;NO REPORTADO;Normal;Exceso de velocidad
2192046;8/08/2019;8:55:00 a. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;19;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 8+270;peri;VEREDA PERICO;6.172026465977962, -75.49797093479975;CHOQUE;OBJETO FIJO;MURO;NO REPORTADO;Normal;Exceso de velocidad
2192049;9/08/2019;1:00:00 p. m.;Viernes;2019;Agosto;BICICLETA;;Ciclista;32;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 31C CON TRANSVERSAL 35 SUR;;LA SEBASTIANA;6.170239404438419, -75.5805361319274;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2192051;9/08/2019;2:40:00 p. m.;Viernes;2019;Agosto;AUTOMOVIL;PARTICULAR;Conductor;30;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 11+720;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.160128949316552, -75.5156876083705;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Exeso en horas de conduccion
2192051;9/08/2019;2:40:00 p. m.;Viernes;2019;Agosto;AUTOMOVIL;PARTICULAR;Conductor;55;FEMENINO;HERIDOS;0;0;0;0;KILOMETRO 11+720;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.160128949316552, -75.5156876083705;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Exeso en horas de conduccion
2192061;9/08/2019;5:22:00 p. m.;Viernes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 33 CON TRANSVERSAL 34E SUR 65;;LOS NARANJOS;6.17031766097915, -75.58268140556262;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2192061;9/08/2019;5:22:00 p. m.;Viernes;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;19;MASCULINO;HERIDOS;0;0;0;0;DIAGONAL 33 CON TRANSVERSAL 34E SUR 65;;LOS NARANJOS;6.17031766097915, -75.58268140556262;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2192065;9/08/2019;11:00:00 p. m.;Viernes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;19;FEMENINO;HERIDOS;0;0;0;0;CARRERA 48 CON CALLE 39 SUR;;LAS VEGAS;6.172028359973056, -75.59370890556258;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Semaforo en rojo
2192067;10/08/2019;9:45:00 p. m.;Sábado;2019;Agosto;AUTOMOVIL;PARTICULAR;Conductor;29;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 11+800;el escobero - km 0-13);VEREDA EL ESCOBERO;6.130042003967485, -75.53450178180901;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Fallas en los frenos  -  Impericia en el manejo
2192067;10/08/2019;9:45:00 p. m.;Sábado;2019;Agosto;AUTOMOVIL;PARTICULAR;Conductor;32;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 11+800;el escobero - km 0-13);VEREDA EL ESCOBERO;6.130042003967485, -75.53450178180901;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Fallas en los frenos  -  Impericia en el manejo
2192068;10/08/2019;7:50:00 p. m.;Sábado;2019;Agosto;AUTOMOVIL;PARTICULAR;Peaton;77;FEMENINO;HERIDOS;0;0;0;0;CALLE 39 SUR CON CARRERA 36;;MESA;6.166995077709498, -75.58431973616031;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo  -  Otra-Peaton
2192071;10/08/2019;6:55:00 p. m.;Sábado;2019;Agosto;AUTOMOVIL;PARTICULAR;Acompañante;20;FEMENINO;HERIDOS;0;0;0;0;CARRERA 48 CON CALLE 25A SUR ;;LAS VEGAS;6.185390184489794, -75.58369129955344;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2192074;11/08/2019;1:45:00 p. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;0;CARRERA 43 CON CALLE 33B SUR;;ZONA CENTRO;6.173022093242198, -75.58624886583844;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2192077;11/08/2019;7:06:00 p. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;59;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 12+730;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.160118335409197, -75.52354726554209;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Girar bruscamente
2192077;11/08/2019;7:06:00 p. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;48;FEMENINO;HERIDOS;0;0;0;0;KILOMETRO 12+730;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.160118335409197, -75.52354726554209;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Girar bruscamente
2192077;11/08/2019;7:06:00 p. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;41;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 12+730;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.160118335409197, -75.52354726554209;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Girar bruscamente
2192079;12/08/2019;12:15:00 a. m.;Lunes;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;27;FEMENINO;HERIDOS;0;0;0;0;DIAGONAL 31C CON TRANSVERSAL 32C SUR 58;;LAS FLORES;6.17553282733969, -75.58047952096284;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Adelantar cerrando
2192082;12/08/2019;12:00:00 a. m.;Lunes;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;21;MASCULINO;HERIDOS;0;0;0;0;CARRERA 47A CON CALLE 38B SUR;;ALCALA;6.1719871210360795, -75.59301289903995;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192082;12/08/2019;12:00:00 a. m.;Lunes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;21;MASCULINO;HERIDOS;0;0;0;0;CARRERA 47A CON CALLE 38B SUR;;ALCALA;6.1719871210360795, -75.59301289903995;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192083;12/08/2019;12:05:00 p. m.;Lunes;2019;Agosto;MICROBUS;PUBLICO;Pasajero;58;FEMENINO;HERIDOS;0;0;0;0;CARRERA 27D CALLE 34DD SUR 110;;LA INMACULADA;6.169400479603608, -75.57510279014187;OTRO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Ausencia o deficencia en demarcacion  -  Impericia en el manejo
2192084;12/08/2019;9:50:00 a. m.;Lunes;2019;Agosto;CAMPERO;PARTICULAR;Conductor;22;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 13+700;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.159908142889409, -75.54555038895415;VOLCAMIENTO;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Otra-Conductor
2192084;12/08/2019;9:50:00 a. m.;Lunes;2019;Agosto;CAMPERO;PARTICULAR;Acompañante;49;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 13+700;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.159908142889409, -75.54555038895415;VOLCAMIENTO;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Otra-Conductor
2192099;13/08/2019;12:35:00 p. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;23;MASCULINO;HERIDOS;0;0;0;0;CARRERA 48 CON CALLE 39 SUR ;;LAS VEGAS;6.172028359973056, -75.59370890556258;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Girar bruscamente
2192103;14/08/2019;3:10:00 p. m.;Miércoles;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;30;MASCULINO;HERIDOS;0;0;0;0;CARRERA 40A CON CALLE 40DD SUR ;;EL DORADO; 6.168790828715059, -75.59321118643278;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192114;15/08/2019;10:00:00 p. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Peaton;17;FEMENINO;HERIDOS;0;0;0;0;DIAGONAL 31E CON TRANSVERSAL 33A SUR 21;;LA MAGNOLIA;6.1743093926656964, -75.58156209391308;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Transitar entre vehiculos
2192115;15/08/2019;10:00:00 p. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;18;MASCULINO;HERIDOS;0;0;0;0;CARRERA 40A CON CALLE 40F SUR ;;EL DORADO;6.165567077500717, -75.58972525890994;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2192115;15/08/2019;10:00:00 p. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;20;MASCULINO;HERIDOS;0;0;0;0;CARRERA 40A CON CALLE 40F SUR ;;EL DORADO;6.165567077500717, -75.58972525890994;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2192115;15/08/2019;10:00:00 p. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;18;MASCULINO;HERIDOS;0;0;0;0;CARRERA 40A CON CALLE 40F SUR ;;EL DORADO;6.165567077500717, -75.58972525890994;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2192116;13/08/2019;8:09:00 p. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;49;FEMENINO;HERIDOS;0;0;0;0;DIAGONAL 32D CON TRANSVERSAL 34C SUR;;OBRERO;6.171548041146899, -75.58270960683828;OTRO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2192122;18/08/2019;4:30:00 a. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;MUERTOS;0;0;0;0;CALLE 25 SUR CON CARRERA 42B ;;LAS ORQUIDEAS;6.179518, -75.580516;CHOQUE;OBJETO FIJO;ARBOL;RESIDENCIAL;Normal;Impericia en el manejo
2192137;19/08/2019;10:00:00 p. m.;Lunes;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;44;FEMENINO;HERIDOS;0;0;0;0;CARRERA 50 CON CALLE 26 SUR;;LAS VEGAS;6.184920, -75.587152;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2192138;18/08/2019;6:15:00 p. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;20;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 15+330;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.152937076823517, -75.54340264142485;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Desobedecer señales
2192139;14/08/2019;6:45:00 p. m.;Miércoles;2019;Agosto;MICROBUS;PUBLICO;Pasajero;38;MASCULINO;HERIDOS;0;0;0;0;CARRERA 27 CON CALLE 36 SUR;;LA INMACULADA;6.167262776914548, -75.56944611438739;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192141;18/08/2019;12:25:00 a. m.;Domingo;2019;Agosto;AUTOMOVIL;PUBLICO;Peaton;76;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 13+400;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.1619538164167915, -75.54508391339805;ATROPELLO;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Cruzar sin observar
2192143;18/08/2019;2:50:00 p. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;54;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 12+40;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.153665572587829, -75.53837026594468;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Otra-Conductor
2192147;15/08/2019;8:10:00 p. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;26;MASCULINO;HERIDOS;0;0;0;0;CARRERA 50 CON CALLE 26 SUR;;LAS VEGAS;6.184920, -75.587152;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar en contravia
2192147;15/08/2019;8:10:00 p. m.;Jueves;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;26;FEMENINO;HERIDOS;0;0;0;0;CARRERA 50 CON CALLE 26 SUR;;LAS VEGAS;6.184920, -75.587152;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar en contravia
2192150;16/08/2019;5:00:00 p. m.;Viernes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;28;MASCULINO;HERIDOS;0;0;0;0;CARRERA 50 CON CALLE 32B SUR ;;LAS VEGAS;6.178263, -75.591897;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2192152;16/08/2019;2:20:00 p. m.;Viernes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 12+200;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.158672500384351, -75.51924929200327;OTRO;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Otra-Conductor
2192154;17/08/2019;3:15:00 p. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;25;MASCULINO;HERIDOS;0;0;0;0;CARRERA 48 CON CALLE 25A SUR;;LAS VEGAS;6.185390184489794, -75.58369129955344;OTRO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Transporte de carga sin seguridad
2192155;17/08/2019;8:50:00 a. m.;Sábado;2019;Agosto;BUS;PUBLICO;Pasajero;60;MASCULINO;HERIDOS;0;0;0;0;CARRERA 43A CON CALLE 39 SUR 48;;ALCALA;6.169730670569306, -75.58934655150365;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Transitar con las puertas abiertas
2192161;18/08/2019;1:45:00 p. m.;Domingo;2019;Agosto;CAMIONETA;PARTICULAR;Acompañante;6;FEMENINO;HERIDOS;0;0;0;0;CALLE 48F SUR  CON CARRERA 39B 224;;LOMA DEL BARRO;6.1539437872675755, -75.59867831587657;CHOQUE;OBJETO FIJO;OTRO TIPO;RESIDENCIAL;Normal;Impericia en el manejo
2192161;18/08/2019;1:45:00 p. m.;Domingo;2019;Agosto;CAMIONETA;PARTICULAR;Acompañante;2;FEMENINO;HERIDOS;0;0;0;0;CALLE 48F SUR  CON CARRERA 39B 224;;LOMA DEL BARRO;6.1539437872675755, -75.59867831587657;CHOQUE;OBJETO FIJO;OTRO TIPO;RESIDENCIAL;Normal;Impericia en el manejo
2192164;17/08/2019;2:30:00 a. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;45;MASCULINO;HERIDOS;0;0;0;0;CARRERA 48 CON CALLE 50 SUR;;LAS VEGAS;6.162072458716961, -75.60353659646475;CHOQUE;OBJETO FIJO;OTRO TIPO;RESIDENCIAL;Normal;Embriaguez o droga
2192164;17/08/2019;2:30:00 a. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;43;FEMENINO;HERIDOS;0;0;0;0;CARRERA 48 CON CALLE 50 SUR;;LAS VEGAS;6.162072458716961, -75.60353659646475;CHOQUE;OBJETO FIJO;OTRO TIPO;RESIDENCIAL;Normal;Embriaguez o droga
2192165;17/08/2019;8:15:00 p. m.;Sábado;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;18;MASCULINO;HERIDOS;0;0;0;0;TRANSVERSAL 36 SUR CON DIAGONAL 29-63;;LA SEBASTIANA;6.167685772968453, -75.57884551581417;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2192166;18/08/2019;9:55:00 a. m.;Domingo;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;47;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 17;medell??n palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.153591570245191, -75.53282044519636;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Impericia en el manejo
2192167;20/08/2019;2:20:00 p. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Acompañante;28;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 13+120;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.159647230696541, -75.5270218396252;OTRO;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Fallas en las llantas
2192167;20/08/2019;2:20:00 p. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;29;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 13+120;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.159647230696541, -75.5270218396252;OTRO;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Fallas en las llantas
2192171;20/08/2019;12:45:00 p. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;26;MASCULINO;HERIDOS;0;0;0;0;CARRERA 50 CON CALLE 32B SUR;;LAS VEGAS;6.178263, -75.591897;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2192177;21/08/2019;2:30:00 p. m.;Miércoles;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;20;MASCULINO;HERIDOS;0;0;0;0;KILOMETRO 13+170;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.1596710745156615, -75.52692275984722;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Adelantar en zona prohibida
2192180;20/08/2019;3:30:00 p. m.;Martes;2019;Agosto;AUTOMOVIL;PUBLICO;Conductor;25;MASCULINO;HERIDOS;0;0;0;0;CARRERA 46 A CON CALLE 29 SUR 15;;JARDINES;6.179574171822398, -75.586643924876;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2192180;20/08/2019;3:30:00 p. m.;Martes;2019;Agosto;AUTOMOVIL;PUBLICO;Pasajero;71;FEMENINO;HERIDOS;0;0;0;0;CARRERA 46 A CON CALLE 29 SUR 15;;JARDINES;6.179574171822398, -75.586643924876;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2192182;20/08/2019;4:50:00 p. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;23;MASCULINO;HERIDOS;0;0;0;0;CALLE 36D SUR CON CARRERA 27G;;LA PRADERA;6.166258737558504, -75.57683108807524;OTRO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2192184;20/08/2019;6:20:00 a. m.;Martes;2019;Agosto;MOTOCICLETA;PARTICULAR;Motociclista;29;MASCULINO;HERIDOS;0;0;0;0;CALLE 36D SUR CON CARRERA 27C 40;;LA PRADERA;6.164354230310047, -75.57333847663872;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
