NRO_RADICADO;FECHA_ACCIDENTE;HORA_ACCIDENTE;Día de la semana;AÑO;MES;CLASE_VEHICULO;TIPO_SERVICIO;TIPO_VICTIMA;EDAD;GENERO;GRAVEDAD;ESTADO_BEODEZ;ESTADO_DROGA;RESULTADO_BEODEZ;RESUL_BEODEZ_GRAMOS;DIRECCION_CARACT_VIA;TRAMO_VIA;LOCALIDAD_O_COMUNA;    GEORREFERENCIACIÓN;DESC_CLASE_ACCIDENTE;DESC_CHOQUE_ACCIDENTE;DESC_OBJETO_FIJO;DESC_SECTOR_ACCIDENTE;CONDICION_CLIMATICA;CAUSA_ACCIDENTE
2241293;19/12/2024;10:20:00 a. m.;Jueves;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;39;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 11;el escobero - km 0-13);VEREDA EL ESCOBERO;6.1207006234867025, -75.53873839975505;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Impericia en el manejo
2241300;19/12/2024;6:25:00 p. m.;Jueves;2024;Diciembre;CAMIONETA;PARTICULAR;Conductor;67;FEMENINO;HERIDOS;0;0;0;;CALLE 36 D SUR CARRERA 27;;VEREDA EL ESCOBERO;6.162262648723476, -75.57027649451149;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2241294;20/12/2024;6:05:00 a. m.;Viernes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 FRENTE AL # 27 A SUR-89;;LAS VEGAS;6.18289227532685, -75.58892573855664;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2241301;20/12/2024;5:00:00 p. m.;Viernes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;33;MASCULINO;HERIDOS;0;0;0;;CALLE 40 SUR CARRERA 24D;;VEREDA EL VALLANO;6.153028804680208, -75.58085422510523;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar prelacion
2241302;20/12/2024;8:19:00 p. m.;Viernes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;43;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 10 TRAMO 550;medellín palmas envigado (km 12 - km 16+700);VEREDA PANTANILLO;6.1604945606652155, -75.50830557610021;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Desobedecer señales
2241295;21/12/2024;4:02:00 a. m.;Sábado;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;38;MASCULINO;HERIDOS;1;0;3;180;CALLE 40B SUR FRENTE AL # 27-05;;LA MINA;6.157902362320492, -75.58168041692976;CHOQUE;OBJETO FIJO;VEHICULO ESTACIONADO;RESIDENCIAL;Normal;Embriaguez aparente
2241297;21/12/2024;5:10:00 p. m.;Sábado;2024;Diciembre;MOTOCICLETA;PARTICULAR;Acompañante;25;FEMENINO;HERIDOS;0;0;0;;CARRERA 27G FRENTE AL # 36D SUR-25;;LA PRADERA;6.166208553407727, -75.57724995223634;CHOQUE;OBJETO FIJO;OTRO TIPO;RESIDENCIAL;Normal;Impericia en el manejo
2241296;22/12/2024;9:32:00 a. m.;Domingo;2024;Diciembre;MOTOCICLETA;;Peaton;67;MASCULINO;HERIDOS;0;0;0;;CALLE 38 SUR CARRERA 40;;ZONA CENTRO;6.168933190596142, -75.58629330598849;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Cruzar sin observar  -  Pasar semaforo en rojo
2241299;22/12/2024;11:25:00 a. m.;Domingo;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;54;MASCULINO;HERIDOS;0;0;0;;TRANSVERSAL 34 D SUR FRENTE AL # 31E-23;;OBRERO;6.171884842079286, -75.58045197017869;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2241314;22/12/2024;1:45:00 p. m.;Domingo;2024;Diciembre;MOTOCICLETA;;Peaton;24;FEMENINO;HERIDOS;0;0;0;;CALLE 37 SUR CARRERA 48;;LAS VEGAS;6.173643245908734, -75.59239554469394;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Semaforo en rojo
2241298;23/12/2024;8:40:00 a. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Acompañante;15;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 8+200;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PANTANILLO;6.172542307770087, -75.4977491106175;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Transitar en contravia
2241298;23/12/2024;8:40:00 a. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;20;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 8+200;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PANTANILLO;6.172542307770087, -75.4977491106175;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Transitar en contravia
2241298;23/12/2024;8:40:00 a. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;21;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 8+200;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PANTANILLO;6.172542307770087, -75.4977491106175;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Transitar en contravia
2241303;23/12/2024;2:30:00 p. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;29;MASCULINO;HERIDOS;0;0;0;;CALLE 37 B SUR CARRERA 27A;;VEREDA EL ESCOBERO;6.159325754936232, -75.57387217913556;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2241303;23/12/2024;2:30:00 p. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Acompañante;21;MASCULINO;HERIDOS;0;0;0;;CALLE 37 B SUR CARRERA 27A;;VEREDA EL ESCOBERO;6.159325754936232, -75.57387217913556;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2241304;23/12/2024;4:18:00 p. m.;Lunes;2024;Diciembre;CAMIONETA;PUBLICO;Conductor;26;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 ENTRE CALLE 36 SUR y CALLE 37 SUR;;LAS VEGAS;6.177842, -75.592285;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2241304;23/12/2024;4:18:00 p. m.;Lunes;2024;Diciembre;CAMIONETA;PUBLICO;Acompañante;69;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 ENTRE CALLE 36 SUR y CALLE 37 SUR;;LAS VEGAS;6.177842, -75.592285;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2241304;23/12/2024;4:18:00 p. m.;Lunes;2024;Diciembre;CAMIONETA;PUBLICO;Acompañante;23;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 ENTRE CALLE 36 SUR y CALLE 37 SUR;;LAS VEGAS;6.177842, -75.592285;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Exceso de velocidad
2241305;23/12/2024;11:05:00 a. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Acompañante;30;FEMENINO;HERIDOS;0;0;0;;CARRERA 50 FRNTE AL # 32B SUR-102;;LAS VEGAS;6.178196871762178, -75.59194526394901;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2241305;23/12/2024;11:05:00 a. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;26;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 FRNTE AL # 32B SUR-102;;LAS VEGAS;6.178196871762178, -75.59194526394901;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2241305;23/12/2024;11:05:00 a. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;21;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 FRNTE AL # 32B SUR-102;;LAS VEGAS;6.178196871762178, -75.59194526394901;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No mantener distancia de seguridad
2241309;24/12/2024;7:25:00 a. m.;Martes;2024;Diciembre;AUTOMOVIL;PARTICULAR;Peaton;55;MASCULINO;HERIDOS;0;0;0;;CALLE 40 D SUR CARRERA 31 -27;;SAN JOSE;6.161839850072161, -75.58402856451433;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2241306;25/12/2024;12:39:00 p. m.;Miércoles;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;23;MASCULINO;HERIDOS;0;0;0;;CALLE 36 D SUR CARRERA 27 A 105;;LA PRADERA;6.1632309093701085, -75.57228900686874;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;Girar bruscamente
2241310;26/12/2024;11:19:00 a. m.;Jueves;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 CALLE 37 SUR;;LAS VEGAS;6.1753650944593605, -75.5946873273053;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;Adelantar cerrando  -  No mantener distancia de seguridad  -  No respetar prelacion
2241311;26/12/2024;4:40:00 p. m.;Jueves;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;;CARRERA 49 CALLE 37 SUR 36;;LAS VEGAS;6.175555, -75.594665;CHOQUE;VEHICULO;NO REPORTADO;INDUSTRIAL;Lluvia;No mantener distancia de seguridad
2241312;26/12/2024;11:23:00 p. m.;Jueves;2024;Diciembre;AUTOMOVIL;PARTICULAR;Peaton;54;MASCULINO;HERIDOS;0;0;0;;CALLE 37 SUR CARRERA 50;;LAS VEGAS;6.175281311262004, -75.59506880040107;ATROPELLO;NO REPORTADO;NO REPORTADO;COMERCIAL;Normal;Otra-Peatón
2241313;26/12/2024;2:48:00 p. m.;Jueves;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;56;MASCULINO;HERIDOS;0;0;0;;CALLE 39 SUR FRENTE AL # 27C-02;;SAN JOSE;6.159677866017605, -75.57903595329246;OTRO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Accidente en la via caida de árbol
2241313;26/12/2024;2:48:00 p. m.;Jueves;2024;Diciembre;MOTOCICLETA;PARTICULAR;Acompañante;52;FEMENINO;HERIDOS;0;0;0;;CALLE 39 SUR FRENTE AL # 27C-02;;SAN JOSE;6.159677866017605, -75.57903595329246;OTRO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Accidente en la via caida de árbol
2241315;26/12/2024;6:43:00 p. m.;Jueves;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;34;MASCULINO;HERIDOS;0;0;0;;CALLE 37 SUR FRENTE AL # 31-35;;MESA;6.165920328450231, -75.5804528376852;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Semaforo en rojo
2241316;27/12/2024;1:34:00 p. m.;Viernes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;34;MASCULINO;HERIDOS;0;0;0;;CARRERA 43 A FRENTE AL # 31 SUR-13;;JARDINES;6.176629026518131, -75.58539545883153;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2241319;27/12/2024;3:00:00 p. m.;Viernes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;;CARRERA 42 CALLE 46 SUR 19;;LA PAZ;6.161733144541789, -75.5936744969957;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;Desobedecer señales  -  Impericia en el manejo
2241317;28/12/2024;9:20:00 p. m.;Sábado;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;32;FEMENINO;HERIDOS;0;0;0;;Carrera 27 entre calle 35 sur y 36 sur;;LOMA DEL ATRAVEZADO;6.168102951655038, -75.56883433240965;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Lluvia;No mantener distancia de seguridad
2241320;28/12/2024;1:39:00 p. m.;Sábado;2024;Diciembre;MOTOCICLETA;PARTICULAR;Acompañante;47;MASCULINO;HERIDOS;0;0;0;;CARRERA 27 B  CALLE 39 A SUR 57;;SAN JOSE;6.158918336159842, -75.58015053962465;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2241320;28/12/2024;1:39:00 p. m.;Sábado;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;26;FEMENINO;HERIDOS;0;0;0;;CARRERA 27 B  CALLE 39 A SUR 57;;SAN JOSE;6.158918336159842, -75.58015053962465;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2241321;28/12/2024;5:30:00 p. m.;Sábado;2024;Diciembre;CAMIONETA;PARTICULAR;Conductor;32;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 1.3;catedral;VEREDA EL VALLANO;6.138918653364947, -75.58348571776246;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Lluvia;Impericia en el manejo
2241318;29/12/2024;5:27:00 p. m.;Domingo;2024;Diciembre;MOTOCICLETA;PARTICULAR;Acompañante;25;FEMENINO;HERIDOS;0;0;0;;carrera 48 entre calle 36a y 37 sur;;LAS VEGAS;6.173932043657462, -75.59211015563976;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;Desobedecer señales
2241322;30/12/2024;8:57:00 p. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;;CARRERA 43A CALLE 30 SUR;;JARDINES;6.176982235291314, -75.58528414672686;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2241323;30/12/2024;5:07:00 p. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;72;MASCULINO;HERIDOS;0;0;0;;CALLE 40 F SUR CARRERA 30;;SAN JOSE;6.1606918512506725, -75.58451169411761;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2241323;30/12/2024;5:07:00 p. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Acompañante;62;FEMENINO;HERIDOS;0;0;0;;CALLE 40 F SUR CARRERA 30;;SAN JOSE;6.1606918512506725, -75.58451169411761;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2241325;30/12/2024;3:49:00 p. m.;Lunes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;30;MASCULINO;HERIDOS;0;0;0;;CARRERA 45 FRENTE AL # 38 A SUR- 29;;ALCALA;6.170359684059801, -75.5905270692627;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Arrancar sin precaucion
2241324;31/12/2024;5:28:00 p. m.;Martes;2024;Diciembre;MOTOCICLETA;PARTICULAR;Motociclista;27;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 15;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.152128363410714, -75.5458364089835;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Arrancar sin precaucion
2250000;1/01/2025;12:05:00 a. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Peaton;55;FEMENINO;HERIDOS;0;0;0;;CALLE 41 B SUR FRENTE AL # 24D-10;;SAN RAFAEL;6.153432835206416, -75.58664875724752;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Otra-Conductor
2250001;1/01/2025;10:10:00 p. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Acompañante;22;FEMENINO;HERIDOS;0;0;0;;CARRERA 43 A  50 MTS ANTES DE LA CALLE 50 SUR;;LAS CASITAS;6.160792015033248, -75.60161471920625;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2250113;3/01/2025;6:55:00 a. m.;Viernes;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;30;MASCULINO;HERIDOS;0;0;0;;CALLE 37 SUR CARRERA 49 -50;;LAS VEGAS;6.175281311262004, -75.59506880040107;CHOQUE;VEHICULO;NO REPORTADO;INDUSTRIAL;Normal;Impericia en el manejo
2250003;4/01/2025;9:50:00 a. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;22;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 12 TRAMO 940;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.1659791266915835, -75.54516804575108;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Adelantar cerrando  -  Adelantar en curva
2250003;4/01/2025;9:50:00 a. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Acompañante;33;FEMENINO;HERIDOS;0;0;0;;KILOMETRO 12 TRAMO 940;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.1659791266915835, -75.54516804575108;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Adelantar cerrando  -  Adelantar en curva
2250005;4/01/2025;11:10:00 p. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;35;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 13 +980;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.157018, -75.533237;CHOQUE;OBJETO FIJO;ARBOL;NO REPORTADO;Lluvia;Accidente en la via caida de árbol
2250004;6/01/2025;11:20:00 p. m.;Lunes;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;19;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 14+270;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.155454328793046, -75.53134396693899;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;NO REPORTADO;Normal;Exceso de velocidad
2250006;6/01/2025;8:04:00 p. m.;Lunes;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;24;MASCULINO;HERIDOS;0;0;0;;CARRERA 43A CALLE 48C SUR;;LAS CASITAS;6.162212707297709, -75.59769400015111;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Girar bruscamente
2250007;6/01/2025;6:30:00 p. m.;Lunes;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;61;MASCULINO;HERIDOS;0;0;0;;CALLE 38 B SUR CARRERA 44;;ALCALA;6.1696369919804095, -75.58987140579629;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Transitar en contravia
2250008;7/01/2025;3:40:00 p. m.;Martes;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;27;MASCULINO;HERIDOS;0;0;0;;CARRERA 48 CALLE 32 B SUR;;LAS VEGAS;6.1771312587881235, -75.59004749247258;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;No mantener distancia de seguridad
2250009;7/01/2025;4:20:00 p. m.;Martes;2025;Enero;MOTOCICLETA;;Peaton;60;MASCULINO;HERIDOS;0;0;0;;CARRERA 48 CALLE 48 SUR;;LAS VEGAS;6.164512513178264, -75.60127474635934;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Desobedecer señales
2250010;7/01/2025;3:10:00 p. m.;Martes;2025;Enero;MOTOCICLETA;;Peaton;20;MASCULINO;HERIDOS;0;0;0;;CARRERA 48 ENTRE CALLE 39A SUR y CALLE 40 SUR;;LAS VEGAS;6.171708112441942, -75.59371121740966;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Lluvia;Desobedecer señales
2250011;8/01/2025;7:20:00 p. m.;Miércoles;2025;Enero;CAMIONETA;PARTICULAR;Conductor;39;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 13+10;medellín palmas envigado (km 12 - km 16+700);VEREDA PALMAS;6.165484733606752, -75.5450561294298;CHOQUE;OBJETO FIJO;MURO;NO REPORTADO;Normal;Impericia en el manejo
2250012;8/01/2025;7:25:00 a. m.;Miércoles;2025;Enero;BICICLETA;;Ciclista;55;MASCULINO;HERIDOS;0;0;0;;KILOMETRO 7+520;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PANTANILLO;6.1742517304135305, -75.49238766392115;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Adelantar en curva
2250012;8/01/2025;7:25:00 a. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;24;FEMENINO;HERIDOS;0;0;0;;KILOMETRO 7+520;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PANTANILLO;6.1742517304135305, -75.49238766392115;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Adelantar en curva
2250013;8/01/2025;6:10:00 p. m.;Miércoles;2025;Enero;MICROBUS;PUBLICO;Pasajero;60;FEMENINO;HERIDOS;0;0;0;;CALLE 34DD SUR FRENTE AL # 28-58;;URIBE ANGEL;6.17095338415985, -75.5770933030441;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Recoger o dejar pasajeros en calzada
2250014;8/01/2025;10:25:00 p. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;26;FEMENINO;HERIDOS;0;0;0;;KILOMETRO 13+600;retiro varia palmas enviga (km 5+43 - km 14+ 550);VEREDA PALMAS;6.160400853792298, -75.54502350028011;CHOQUE;VEHICULO;NO REPORTADO;NO REPORTADO;Normal;Adelantar invadiendo carril de sentido contrario
2250015;8/01/2025;8:30:00 p. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;42;FEMENINO;HERIDOS;0;0;0;;CALLE 40 SUR FRENTE AL # 45-02;;ALCALA;6.168342426605758, -75.59159297238989;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Girar bruscamente
2250017;8/01/2025;6:35:00 a. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;32;FEMENINO;HERIDOS;0;0;0;;CALLE 38 A SUR CARRERA 42;;ZONA CENTRO;6.168916840665078, -75.58780272440713;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;COMERCIAL;Lluvia;Falta de precaucion niebla, lluvia, humo
2250018;8/01/2025;7:45:00 p. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;24;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 ENTRE CALLE 37 SUR y CALLE 33 SUR;;LAS VEGAS;6.176210, -75.593880;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;Girar bruscamente
2250020;8/01/2025;5:40:00 p. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;39;MASCULINO;HERIDOS;0;0;0;;CARRERA 30 CALLE 41 BB SUR;;SAN RAFAEL;6.158555906312018, -75.58604104855827;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;Ausencia parcial o total de se?ales
2250022;8/01/2025;9:01:00 a. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;46;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 CALLE 25 A SUR;;LAS VEGAS;6.186597, -75.584900;CHOQUE;VEHICULO;NO REPORTADO;INDUSTRIAL;Normal;No mantener distancia de seguridad
2250022;8/01/2025;9:01:00 a. m.;Miércoles;2025;Enero;MOTOCICLETA;PARTICULAR;Acompañante;46;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 CALLE 25 A SUR;;LAS VEGAS;6.186597, -75.584900;CHOQUE;VEHICULO;NO REPORTADO;INDUSTRIAL;Normal;No mantener distancia de seguridad
2250016;9/01/2025;8:21:00 a. m.;Jueves;2025;Enero;MICROBUS;PUBLICO;Pasajero;29;FEMENINO;HERIDOS;0;0;0;;CALLE 40F SUR CARRERA 30;;SAN RAFAEL;6.160708818484501, -75.58454221377255;CAIDA OCUPANTE;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Transitar con las puertas abiertas
2250021;10/01/2025;6:44:00 p. m.;Viernes;2025;Enero;BUS;PUBLICO;Pasajero;59;FEMENINO;HERIDOS;0;0;0;;CALLE 25 SUR FRENTE AL # 45-93;;BOSQUES DE ZUÑIGA;6.182992088745779, -75.58263268683189;CHOQUE;VEHICULO;NO REPORTADO;RESIDENCIAL;Normal;No respetar prelacion
2250025;10/01/2025;12:10:00 p. m.;Viernes;2025;Enero;AUTOMOVIL;PARTICULAR;Peaton;19;MASCULINO;HERIDOS;0;0;0;;TRANSVERSAL 27 A SUR FRENTE AL # 42B 80;;PONTE VEDRA;6.178369941391629, -75.582744976293;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Impericia en el manejo
2250023;11/01/2025;2:22:00 a. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Acompañante;26;FEMENINO;HERIDOS;0;0;0;;CARRERA 50 ENTRE CALLE 26 SUR y CALLE 30 SUR;;LAS VEGAS;6.1832903364003515, -75.58865977647362;CHOQUE;OBJETO FIJO;OTRO TIPO;RESIDENCIAL;Normal;Embriaguez aparente  -  Exceso de velocidad
2250023;11/01/2025;2:22:00 a. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;21;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 ENTRE CALLE 26 SUR y CALLE 30 SUR;;LAS VEGAS;6.1832903364003515, -75.58865977647362;CHOQUE;OBJETO FIJO;OTRO TIPO;RESIDENCIAL;Normal;Embriaguez aparente  -  Exceso de velocidad
2250024;11/01/2025;12:35:00 p. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;55;MASCULINO;HERIDOS;0;0;0;;CALLE 37 CARRERA 38;;ZONA CENTRO;6.168586751950674, -75.58431594386306;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;Arrancar sin precaucion
2250027;11/01/2025;9:50:00 p. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;37;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 CALLE 30 SUR 29;;LAS VEGAS;6.181402979317868, -75.58979069129407;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;Adelantar cerrando  -  No mantener distancia de seguridad
2250027;11/01/2025;9:50:00 p. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;19;MASCULINO;HERIDOS;0;0;0;;CARRERA 50 CALLE 30 SUR 29;;LAS VEGAS;6.181402979317868, -75.58979069129407;CHOQUE;VEHICULO;NO REPORTADO;COMERCIAL;Normal;Adelantar cerrando  -  No mantener distancia de seguridad
2250029;11/01/2025;7:15:00 p. m.;Sábado;2025;Enero;MOTOCICLETA;PARTICULAR;Motociclista;24;MASCULINO;HERIDOS;0;0;0;;CARRERA 29D FRENTE AL # 41 SUR-33;;SAN RAFAEL;6.159791819361837, -75.58515628113922;ATROPELLO;NO REPORTADO;NO REPORTADO;RESIDENCIAL;Normal;Cruzar sin observar
